FDID,INC #,EXP,Date,Time,District,INC Type,INC DESCREP,Address,City ,State,ZIP,Lat,Long
77010,16-0001122,0,6/13/2016,18:24:47,G37,321,"EMS call, excluding vehicle accident with injury",310 SE GATEWAY DR,GRIMES,IA,50111,0,0
77010,16-0001121,0,6/13/2016,18:00:30,G40,111,Building fire,3350 SE GLENSTONE DR /11,GRIMES,IA,50111,0,0
77010,16-0001124,0,6/13/2016,20:51:50,G40,321,"EMS call, excluding vehicle accident with injury",809 SE 14TH ST,GRIMES,IA,50111,0,0
77010,16-0001111,0,6/12/2016,12:00:29,G40,321,"EMS call, excluding vehicle accident with injury",3104 SE LIBERTY DR,GRIMES,IA,50111,0,0
77010,16-0001114,0,6/12/2016,21:18:08,G37,111,Building fire,"6700 PIONEER PKWY /JOHNSTON, IA 50131",JOHNSTON,IA,50131,41.668029,-93.712615
77010,16-0001108,0,6/11/2016,18:37:42,G37,571,"Cover assignment, standby, moveup","NW BEAVER DR & NW 112TH AVE /JOHNSTON, I",JOHNSTON,IA,50131,0,0
77010,16-0001106,0,6/11/2016,9:49:03,G37,550,"Public service assistance, Other",607 SE EWING ST,GRIMES,IA,50111,0,0
77010,16-0001104,0,6/10/2016,22:24:22,G37,631,Authorized controlled burning,155 SW MAPLEWOOD DR,GRIMES,IA,50111,0,0
77010,16-0001103,0,6/10/2016,20:44:32,G40,321,"EMS call, excluding vehicle accident with injury",2400 SE LIBERTY DR,GRIMES,IA,50111,0,0
77010,16-0001090,0,6/9/2016,0:02:41,G40,321,"EMS call, excluding vehicle accident with injury",SE 19TH ST & SE LITTLE BEAVER DR,GRIMES,IA,50111,0,0
77010,16-0001093,0,6/9/2016,10:24:22,G37,321,"EMS call, excluding vehicle accident with injury",101 SE DESTINATION DR,GRIMES,IA,50111,41.687786,-93.768379
77010,16-0001097,0,6/9/2016,21:53:50,G37,321,"EMS call, excluding vehicle accident with injury",301 N JAMES ST,GRIMES,IA,50111,0,0
77010,16-0001092,0,6/9/2016,10:13:51,J39,321,"EMS call, excluding vehicle accident with injury","6750 CORPORATE DR /JOHNSTON, IA 50131",JOHNSTON,IA,50131,0,0
77010,16-0001096,0,6/9/2016,18:14:42,G37,321,"EMS call, excluding vehicle accident with injury",805 NW AUTUMN PARK DR,GRIMES,IA,50111,0,0
77010,16-0001081,0,6/8/2016,9:24:56,J40,740,"Unintentional transmission of alarm, Other","10510 NW 75TH PL /JOHNSTON, IA 50131",JOHNSTON,IA,50131,0,0
77010,16-0001088,0,6/8/2016,21:56:36,G40,321,"EMS call, excluding vehicle accident with injury",1120 SE 11TH ST /3101,GRIMES,IA,50111,41.679194,-93.782262
77010,16-0001078,0,6/8/2016,6:36:49,G37,321,"EMS call, excluding vehicle accident with injury",209 NE 23RD CT,GRIMES,IA,50111,0,0
77010,16-0001079,0,6/8/2016,6:43:20,G40,311,"Medical assist, assist EMS crew",2403 SE LIBERTY DR,GRIMES,IA,50111,0,0
77010,16-0001082,0,6/8/2016,9:27:50,G40,744,"Detector activation, no fire - unintentional",2860 SE GRIMES BLVD,GRIMES,IA,50111,0,0
77010,16-0001085,0,6/8/2016,15:18:01,J39,611,Dispatched & cancelled en route,"5555 NW 55TH AVE /JOHNSTON, IA 50131",JOHNSTON,IA,50131,41.660716,-93.694373
77010,16-0001089,0,6/8/2016,23:16:14,G40,321,"EMS call, excluding vehicle accident with injury",600 SE 12TH ST,GRIMES,IA,50111,0,0
77010,16-0001087,0,6/8/2016,19:16:39,J40,321,"EMS call, excluding vehicle accident with injury","9800 VERIDIAN LN /JOHNSTON, IA 50131",JOHNSTON,IA,50131,0,0
77010,16-0001075,0,6/7/2016,12:41:42,J40,324,Motor Vehicle Accident with no injuries,"WINDSOR PKWY & NW 100TH ST /JOHNSTON, IA",JOHNSTON,IA,50131,0,0
77010,16-0001049,0,6/6/2016,5:52:15,G40,321,"EMS call, excluding vehicle accident with injury",SE 37TH ST & SE GRIMES BLVD,GRIMES,IA,50111,0,0
77010,16-0001054,0,6/6/2016,10:34:50,G40,321,"EMS call, excluding vehicle accident with injury",1120 SE 11TH ST /3105,GRIMES,IA,50111,41.679194,-93.782262
77010,16-0001057,0,6/6/2016,12:11:19,G37,321,"EMS call, excluding vehicle accident with injury",200 SW BROOKSIDE DR,GRIMES,IA,50111,41.686256,-93.805938
77010,16-0001066,0,6/6/2016,16:55:19,G37,621,Wrong location,"2200 State ST /Granger, IA 50109",Granger,IA,50109,0,0
77010,16-0001051,0,6/6/2016,8:11:25,G40,321,"EMS call, excluding vehicle accident with injury",2610 SE VICTORY DR,GRIMES,IA,50111,0,0
77010,16-0001064,0,6/6/2016,15:26:08,G37,321,"EMS call, excluding vehicle accident with injury","5921 WINWOOD DR /312/JOHNSTON, IA 50131",JOHNSTON,IA,50131,41.668974,-93.700338
77010,16-0001056,0,6/6/2016,11:20:43,G37,311,"Medical assist, assist EMS crew","6005 MERLE HAY RD /JOHNSTON, IA 50131",JOHNSTON,IA,50131,0,0
77010,16-0001061,0,6/6/2016,8:39:10,G37,571,"Cover assignment, standby, moveup","6070 WESTFALEN CT /7/JOHNSTON, IA 50131",JOHNSTON,IA,50131,0,0
77010,16-0001059,0,6/6/2016,12:42:00,G37,311,"Medical assist, assist EMS crew","6365 MERLE HAY RD /120/JOHNSTON, IA 5013",JOHNSTON,IA,50131,41.675908,-93.697219
77010,16-0001047,0,6/6/2016,2:51:35,G37,321,"EMS call, excluding vehicle accident with injury",801 E 1ST ST,GRIMES,IA,50111,41.688902,-93.784305
77010,16-0001065,0,6/6/2016,9:08:19,G37,321,"EMS call, excluding vehicle accident with injury","8541 NW 54TH AVE /JOHNSTON, IA 50131",JOHNSTON,IA,50131,0,0
77010,16-0001067,0,6/6/2016,13:21:02,G37,321,"EMS call, excluding vehicle accident with injury","9111 TELFORD CIR /JOHNSTON, IA 50131",JOHNSTON,IA,50131,0,0
77010,16-0001045,0,6/5/2016,18:32:28,G37,321,"EMS call, excluding vehicle accident with injury",317 SE JACOB ST /8C,GRIMES,IA,50111,0,0
77010,16-0001039,0,6/5/2016,9:54:34,G37,531,Smoke or odor removal,360 SE GATEWAY DR,GRIMES,IA,50111,0,0
77010,16-0001044,0,6/5/2016,15:18:56,G37,111,Building fire,"6883 JACK LONDON DR /JOHNSTON, IA 50131",JOHNSTON,IA,50131,0,0
77010,16-0001035,0,6/4/2016,8:19:55,G37,321,"EMS call, excluding vehicle accident with injury",101 SE DESTINATION DR,GRIMES,IA,50111,41.687786,-93.768379
77010,16-0001037,0,6/4/2016,23:01:44,G37,320,"Emergency medical service, other",317 SE JACOB ST /5A,GRIMES,IA,50111,0,0
77010,16-0001032,0,6/4/2016,0:25:23,G37,571,"Cover assignment, standby, moveup","7300-B NW BEAVER DR /JOHNSTON, IA 50131",JOHNSTON,IA,50131,0,0
77010,16-0000106,0,6/3/2016,19:20:16,G37,571,"Cover assignment, standby, moveup",200 S James ST,Grimes,IA,50111,0,0
77010,16-0001020,0,6/3/2016,9:41:15,G37,321,"EMS call, excluding vehicle accident with injury",2150 E 1ST ST,GRIMES,IA,50111,41.685688,-93.771179
77010,16-0001027,0,6/3/2016,21:12:48,G40,321,"EMS call, excluding vehicle accident with injury",2501 SE FREEDOM DR,GRIMES,IA,50111,0,0
77010,16-0001029,0,6/3/2016,22:04:50,G37,365,Watercraft rescue,"4586 NW 94TH AVE /Johnston, IA 50131",Johnston,IA,50131,0,0
77010,16-0001023,0,6/3/2016,13:47:47,G37,735,Alarm system sounded due to malfunction,605 SW 37TH ST,GRIMES,IA,50111,0,0
77010,16-0001014,0,6/2/2016,13:18:10,G37,321,"EMS call, excluding vehicle accident with injury",2150 E 1ST ST,GRIMES,IA,50111,41.685688,-93.771179
77010,16-0001017,0,6/2/2016,19:00:03,G37,600,"Good intent call, Other",504 NE 9TH ST,GRIMES,IA,50111,0,0
77010,16-0001011,0,6/1/2016,12:59:36,G40,321,"EMS call, excluding vehicle accident with injury","10183 NW 74TH AVE /JOHNSTON, IA 50131",JOHNSTON,IA,50131,0,0
77010,16-0001012,0,6/1/2016,20:29:43,G37,150,"Outside rubbish fire, Other",202 NW VALLEY VIEW DR,GRIMES,IA,50111,0,0
77010,16-0001006,0,5/31/2016,18:00:30,G40,611,Dispatched & cancelled en route,SE GRIMES BLVD & I80 WB ON RMP,GRIMES,IA,50111,0,0
77010,16-0001007,0,5/31/2016,19:16:16,G37,321,"EMS call, excluding vehicle accident with injury",612 NE JACOB ST,GRIMES,IA,50111,0,0
77010,16-0000999,0,5/30/2016,16:10:36,G40,411,Gasoline or other flammable liquid spill,1200-B SE GRIMES BLVD,GRIMES,IA,50111,0,0
77010,16-0000998,0,5/30/2016,13:19:31,G40,321,"EMS call, excluding vehicle accident with injury",2908 SE KEYSTONE DR,GRIMES,IA,50111,0,0
77010,16-0000997,0,5/30/2016,11:54:04,G37,311,"Medical assist, assist EMS crew","6035 COTTAGE DR /JOHNSTON, IA 50131",JOHNSTON,IA,50131,0,0
77010,16-0000991,0,5/30/2016,1:52:49,G37,743,"Smoke detector activation, no fire - unintentional","6404 NW 56TH ST /JOHNSTON, IA 50131",JOHNSTON,IA,50131,0,0
77010,16-0000983,0,5/29/2016,2:22:30,G37,321,"EMS call, excluding vehicle accident with injury",608 N JAMES ST,GRIMES,IA,50111,0,0
77010,16-0000988,0,5/29/2016,19:22:56,G37,611,Dispatched & cancelled en route,"9408 RUSHBROOK DR /JOHNSTON, IA 50131",JOHNSTON,IA,50131,0,0
77010,16-0000973,0,5/27/2016,12:06:35,G40,700,"False alarm or false call, Other",1000 SE 11TH ST,GRIMES,IA,50111,0,0
77010,16-0000974,0,5/27/2016,18:52:33,G40,321,"EMS call, excluding vehicle accident with injury",2503 SE FREEDOM DR,GRIMES,IA,50111,0,0
77010,16-0000970,0,5/26/2016,16:29:34,G40,324,Motor Vehicle Accident with no injuries,SE 37TH ST & SE GRIMES BLVD,GRIMES,IA,50111,0,0
77010,16-0000972,0,5/26/2016,22:55:24,G37,321,"EMS call, excluding vehicle accident with injury",805 SE GATEWAY DR /114,GRIMES,IA,50111,41.682106,-93.775856
77010,16-0000964,0,5/25/2016,12:28:26,G37,733,Smoke detector activation due to malfunction,1451 SE 3RD ST /100,GRIMES,IA,50111,41.686803,-93.781803
77010,16-0000965,0,5/25/2016,13:51:29,G37,733,Smoke detector activation due to malfunction,1451 SE 3RD ST,GRIMES,IA,50111,41.686803,-93.781803
77010,16-0000963,0,5/25/2016,2:05:58,G37,321,"EMS call, excluding vehicle accident with injury",2417 NE EWING CT,GRIMES,IA,50111,0,0
77010,16-0000967,0,5/25/2016,19:13:34,G37,553,Public service,708 E 1ST ST,GRIMES,IA,50111,0,0
77010,16-0000949,0,5/24/2016,9:22:55,G40,324,Motor Vehicle Accident with no injuries,NW 114TH ST & SE GRIMES BLVD,GRIMES,IA,50111,0,0
77010,16-0000948,0,5/24/2016,8:04:18,G37,733,Smoke detector activation due to malfunction,1451 SE 3RD ST /100,GRIMES,IA,50111,41.686803,-93.781803
77010,16-0000950,0,5/24/2016,9:53:39,G37,321,"EMS call, excluding vehicle accident with injury",200 SW BROOKSIDE DR /125,GRIMES,IA,50111,41.686256,-93.805938
77010,16-0000953,0,5/24/2016,14:21:30,G37,321,"EMS call, excluding vehicle accident with injury",200 SW BROOKSIDE DR,GRIMES,IA,50111,41.686256,-93.805938
77010,16-0000951,0,5/24/2016,10:26:31,G40,321,"EMS call, excluding vehicle accident with injury","2001 KENNEDY BLVD /201/Granger, IA 50109",Granger,IA,50109,0,0
77010,16-0000959,0,5/24/2016,17:55:08,G37,321,"EMS call, excluding vehicle accident with injury",205 NE HARVEY ST,GRIMES,IA,50111,0,0
77010,16-0000956,0,5/24/2016,14:57:09,G37,611,Dispatched & cancelled en route,"7250 NW 62ND AVE /Building #39/JOHNSTON,",JOHNSTON,IA,50131,41.672736,-93.719039
77010,16-0000958,0,5/24/2016,17:22:26,G37,611,Dispatched & cancelled en route,"9305 NW BEAVER DR /JOHNSTON, IA 50131",JOHNSTON,IA,50131,0,0
77010,16-0000943,0,5/23/2016,10:34:38,J40,321,"EMS call, excluding vehicle accident with injury","10525 PROVIDENCE DR /109/JOHNSTON, IA 50",JOHNSTON,IA,50131,0,0
77010,16-0000944,0,5/23/2016,16:51:29,G40,321,"EMS call, excluding vehicle accident with injury",2500 SE 37TH ST /B32,GRIMES,IA,50111,0,0
77010,16-0000945,0,5/23/2016,19:27:15,G40,600,"Good intent call, Other",2908 SE VICTORY DR /83,GRIMES,IA,50111,0,0
77010,16-0000938,0,5/22/2016,18:33:06,G40,321,"EMS call, excluding vehicle accident with injury",1350 SE GATEWAY DR /108,GRIMES,IA,50111,0,0
77010,16-0000934,0,5/22/2016,12:00:40,G37,321,"EMS call, excluding vehicle accident with injury",200 SW BROOKSIDE DR,GRIMES,IA,50111,41.686256,-93.805938
77010,16-0000933,0,5/22/2016,10:21:47,G40,321,"EMS call, excluding vehicle accident with injury",2908 SE VICTORY DR,GRIMES,IA,50111,0,0
77010,16-0000931,0,5/22/2016,3:33:38,G40,321,"EMS call, excluding vehicle accident with injury",3350 SE GLENSTONE DR /3,GRIMES,IA,50111,0,0
77010,16-0000932,0,5/22/2016,2:13:12,G37,571,"Cover assignment, standby, moveup","5169 MERLE HAY RD /JOHNSTON, IA 50131",JOHNSTON,IA,50131,41.654232,-93.697093
77010,16-0000936,0,5/22/2016,13:37:47,J39,735,Alarm system sounded due to malfunction,"6100 NW 78TH AVE /JOHNSTON, IA 50131",JOHNSTON,IA,50131,0,0
77010,16-0000922,0,5/21/2016,0:05:08,G40,321,"EMS call, excluding vehicle accident with injury",1000 SE 11TH ST /4102,GRIMES,IA,50111,0,0
77010,16-0000924,0,5/21/2016,9:00:16,G40,651,"Smoke scare, odor of smoke",1120 SE 11TH ST /1208,GRIMES,IA,50111,41.679194,-93.782262
77010,16-0000926,0,5/21/2016,9:22:09,G37,550,"Public service assistance, Other",205 NE HARVEY ST,GRIMES,IA,50111,0,0
77010,16-0000921,0,5/20/2016,19:24:37,G37,321,"EMS call, excluding vehicle accident with injury",200 SW BROOKSIDE DR,GRIMES,IA,50111,41.686256,-93.805938
77010,16-0000915,0,5/20/2016,8:49:57,G37,321,"EMS call, excluding vehicle accident with injury",200 SW BROOKSIDE DR /107,GRIMES,IA,50111,41.686256,-93.805938
77010,16-0000916,0,5/20/2016,9:06:55,G37,321,"EMS call, excluding vehicle accident with injury",400 NW 27TH ST,GRIMES,IA,50111,41.709404,-93.798253
77010,16-0000918,0,5/20/2016,11:58:52,G37,321,"EMS call, excluding vehicle accident with injury",905 SE TRAIL RIDGE RD,GRIMES,IA,50111,0,0
77010,16-0000913,0,5/19/2016,20:13:53,G37,321,"EMS call, excluding vehicle accident with injury",200 SW BROOKSIDE DR /R4,GRIMES,IA,50111,41.686256,-93.805938
77010,16-0000912,0,5/19/2016,13:33:30,J39,321,"EMS call, excluding vehicle accident with injury","4730 NW 50TH ST /JOHNSTON, IA 50131",JOHNSTON,IA,50131,0,0
77010,16-0000906,0,5/18/2016,15:07:20,G37,611,Dispatched & cancelled en route,"NW 125TH AVE & NW MADRID DR /Polk City,",Polk City,IA,50226,0,0
77010,16-0000900,0,5/17/2016,12:55:42,G40,321,"EMS call, excluding vehicle accident with injury",SE 11TH ST & SE GRIMES BLVD,GRIMES,IA,50111,0,0
77010,16-0000897,0,5/17/2016,6:19:54,G40,611,Dispatched & cancelled en route,SE GRIMES BLVD & SE 19TH ST,GRIMES,IA,50111,0,0
77010,16-0000898,0,5/17/2016,11:45:23,G37,321,"EMS call, excluding vehicle accident with injury",1008 NE FRANCES AVE,GRIMES,IA,50111,0,0
77010,16-0000902,0,5/17/2016,22:50:01,G37,321,"EMS call, excluding vehicle accident with injury",701 SE DOVETAIL RD /8,GRIMES,IA,50111,0,0
77010,16-0000890,0,5/16/2016,8:26:23,G37,321,"EMS call, excluding vehicle accident with injury",101 SE DESTINATION DR,GRIMES,IA,50111,41.687786,-93.768379
77010,16-0000892,0,5/16/2016,14:17:35,G37,321,"EMS call, excluding vehicle accident with injury",200 SW BROOKSIDE DR,GRIMES,IA,50111,41.686256,-93.805938
77010,16-0000887,0,5/16/2016,2:25:15,G40,321,"EMS call, excluding vehicle accident with injury",2501 SE LIBERTY DR,GRIMES,IA,50111,0,0
77010,16-0000886,0,5/15/2016,23:55:16,G37,322,Motor vehicle accident with injuries,"134 I8035 EB HWY /Des Moines, IA 50310",Des Moines,IA,50310,0,0
77010,16-0000874,0,5/15/2016,2:02:07,G37,321,"EMS call, excluding vehicle accident with injury",2150 NE 18TH ST /100,GRIMES,IA,50111,0,0
77010,16-0000882,0,5/15/2016,21:55:24,G37,321,"EMS call, excluding vehicle accident with injury",400 N JAMES ST,GRIMES,IA,50111,0,0
77010,16-0000879,0,5/15/2016,16:38:14,G37,111,Building fire,"5946 VILLAGE CIR /JOHNSTON, IA 50131",JOHNSTON,IA,50131,0,0
77010,16-0000884,0,5/15/2016,23:13:34,J39,321,"EMS call, excluding vehicle accident with injury","6118 GLENN CIR /JOHNSTON, IA 50131",JOHNSTON,IA,50131,0,0
77010,16-0000880,0,5/15/2016,16:47:33,J40,311,"Medical assist, assist EMS crew","7009 NW 95TH CT /JOHNSTON, IA 50131",JOHNSTON,IA,50131,0,0
